FBID,female_narrow_heritability,male_narrow_heritability
FBgn0039680,0.311,0.173
FBgn0039681,0.066,0.040
FBgn0039682,0.311,0.392
FBgn0039683,0.020,0.000
FBgn0039684,0.195,0.126
FBgn0039685,0.238,0.486
FBgn0039686,0.019,0.159
FBgn0039687,0.088,0.000
FBgn0039688,0.380,0.000
FBgn0039689,0.000,0.062
FBgn0039690,0.014,0.148
FBgn0039691,0.199,0.131
FBgn0039694,0.074,0.057
FBgn0039696,0.098,0.000
FBgn0039697,0.120,0.234
FBgn0039698,0.028,0.000
FBgn0039702,0.037,0.113
FBgn0039703,0.058,0.148
FBgn0039704,0.000,0.285
FBgn0039705,0.220,0.202
FBgn0039707,0.033,0.097
FBgn0039709,0.266,0.078
FBgn0039710,0.017,0.000
FBgn0039711,0.000,0.048
FBgn0039712,0.176,0.000
FBgn0039713,0.010,0.000
FBgn0039714,0.000,0.000
FBgn0039718,0.002,0.091
FBgn0039719,0.000,0.274
FBgn0039722,0.000,0.000
FBgn0039723,0.075,0.047
FBgn0039726,0.000,0.000
FBgn0039727,0.002,0.503
FBgn0039728,0.066,0.244
FBgn0039730,0.158,0.000
FBgn0039731,0.064,0.000
FBgn0039732,0.059,0.000
FBgn0039733,0.165,0.124
FBgn0039734,0.000,0.020
FBgn0039735,0.016,0.000
FBgn0039736,0.019,0.000
FBgn0039737,0.381,0.406
FBgn0039738,0.183,0.223
FBgn0039739,0.112,0.000
FBgn0039740,0.000,0.000
FBgn0039741,0.071,0.009
FBgn0039742,0.000,0.000
FBgn0039743,0.062,0.004
FBgn0039744,0.050,0.199
FBgn0039747,0.000,0.044
FBgn0039748,0.157,0.026
FBgn0039749,0.031,0.118
FBgn0039751,0.084,0.118
FBgn0039752,0.024,0.642
FBgn0039754,0.198,0.454
FBgn0039755,0.291,0.342
FBgn0039756,0.207,0.105
FBgn0039757,0.055,0.042
FBgn0039758,0.000,0.000
FBgn0039759,0.000,0.000
FBgn0039760,0.292,0.515
FBgn0039761,0.377,0.437
FBgn0039764,0.174,0.074
FBgn0039765,0.024,0.007
FBgn0039766,0.028,0.111
FBgn0039767,0.026,0.092
FBgn0039768,0.197,0.362
FBgn0039769,0.296,0.472
FBgn0039770,0.000,0.069
FBgn0039771,0.000,0.010
FBgn0039773,0.217,0.329
FBgn0039774,0.207,0.170
FBgn0039776,0.241,0.076
FBgn0039777,0.216,0.401
FBgn0039778,0.434,0.576
FBgn0039779,0.000,0.000
FBgn0039780,0.095,0.012
FBgn0039782,0.121,0.400
FBgn0039783,0.000,0.493
FBgn0039784,0.000,0.101
FBgn0039787,0.202,0.246
FBgn0039788,0.000,0.178
FBgn0039789,0.217,0.345
FBgn0039790,0.104,0.035
FBgn0039792,0.094,0.293
FBgn0039795,0.008,0.000
FBgn0039796,0.054,0.205
FBgn0039797,0.000,0.532
FBgn0039798,0.020,0.051
FBgn0039799,0.000,0.156
FBgn0039800,0.201,0.084
FBgn0039801,0.244,0.285
FBgn0039802,0.126,0.103
FBgn0039804,0.000,0.187
FBgn0039805,0.041,0.109
FBgn0039806,0.000,0.047
FBgn0039807,0.093,0.310
FBgn0039808,0.127,0.000
FBgn0039809,0.232,0.326
FBgn0039810,0.091,0.102
FBgn0039811,0.095,0.000
FBgn0039812,0.017,0.538
FBgn0039816,0.123,0.092
FBgn0039817,0.389,0.417
FBgn0039818,0.106,0.040
FBgn0039820,0.001,0.090
FBgn0039821,0.125,0.333
FBgn0039827,0.323,0.336
FBgn0039828,0.203,0.113
FBgn0039829,0.074,0.106
FBgn0039830,0.181,0.269
FBgn0039831,0.010,0.000
FBgn0039832,0.107,0.100
FBgn0039833,0.000,0.000
FBgn0039835,0.000,0.130
FBgn0039836,0.000,0.000
FBgn0039838,0.041,0.000
FBgn0039839,0.003,0.085
FBgn0039840,0.154,0.158
FBgn0039844,0.332,0.232
FBgn0039846,0.189,0.000
FBgn0039848,0.083,0.030
FBgn0039849,0.624,0.529
FBgn0039850,0.014,0.184
FBgn0039851,0.001,0.038
FBgn0039852,0.000,0.003
FBgn0039854,0.378,0.299
FBgn0039855,0.058,0.278
FBgn0039856,0.333,0.239
FBgn0039857,0.081,0.123
FBgn0039858,0.000,0.220
FBgn0039859,0.000,0.007
FBgn0039860,0.038,0.000
FBgn0039861,0.134,0.114
FBgn0039862,0.164,0.056
FBgn0039863,0.000,0.159
FBgn0039864,0.126,0.323
FBgn0039867,0.138,0.000
FBgn0039868,0.046,0.000
FBgn0039869,0.414,0.226
FBgn0039870,0.317,0.001
FBgn0039872,0.457,0.418
FBgn0039873,0.503,0.481
FBgn0039874,0.000,0.072
FBgn0039875,0.095,0.424
FBgn0039876,0.000,0.005
FBgn0039877,0.064,0.301
FBgn0039879,0.072,0.000
FBgn0039881,0.103,0.211
FBgn0039882,0.008,0.093
FBgn0039883,0.481,0.000
FBgn0039886,0.243,0.232
FBgn0039887,0.427,0.297
FBgn0039889,0.053,0.011
FBgn0039890,0.033,0.000
FBgn0039896,0.173,0.406
FBgn0039897,0.289,0.165
FBgn0039900,0.057,0.009
FBgn0039902,0.147,0.034
FBgn0039904,0.204,0.069
FBgn0039907,0.139,0.246
FBgn0039908,0.335,0.103
FBgn0039909,0.177,0.148
FBgn0039911,0.528,0.119
FBgn0039914,0.573,0.192
FBgn0039915,0.243,0.361
FBgn0039916,0.235,0.247
FBgn0039920,0.120,0.046
FBgn0039923,0.103,0.025
FBgn0039924,0.080,0.107
FBgn0039925,0.191,0.218
FBgn0039927,0.655,0.302
FBgn0039928,0.203,0.000
FBgn0039929,0.167,0.029
FBgn0039932,0.404,0.329
FBgn0039936,0.150,0.175
FBgn0039937,0.000,0.000
FBgn0039938,0.287,0.305
FBgn0039939,0.084,0.000
FBgn0039941,0.151,0.153
FBgn0039942,0.124,0.000
FBgn0039943,0.136,0.097
FBgn0039944,0.275,0.018
FBgn0039945,0.050,0.000
FBgn0039946,0.094,0.000
FBgn0039955,0.343,0.000
FBgn0039958,0.273,0.147
FBgn0039959,0.138,0.000
FBgn0039965,0.138,0.032
FBgn0039966,0.114,0.054
FBgn0039969,0.078,0.035
FBgn0039970,0.195,0.153
FBgn0039972,0.318,0.060
FBgn0039977,0.191,0.082
FBgn0039979,0.023,0.001
FBgn0039987,0.067,0.128
FBgn0039993,0.330,0.278
FBgn0040001,0.517,0.279
FBgn0040005,0.112,0.037
FBgn0040007,0.018,0.035
FBgn0040009,0.153,0.126
FBgn0040010,0.335,0.052
FBgn0040011,0.270,0.277
FBgn0040020,0.289,0.072
FBgn0040022,0.072,0.082
FBgn0040028,0.005,0.000
FBgn0040030,0.670,0.209
FBgn0040031,0.122,0.302
FBgn0040034,0.032,0.104
FBgn0040038,0.000,0.386
FBgn0040045,0.013,0.000
FBgn0040056,0.489,0.216
FBgn0040060,0.338,0.543
FBgn0040063,0.038,0.145
FBgn0040064,0.296,0.267
FBgn0040066,0.231,0.005
FBgn0040068,0.100,0.069
FBgn0040069,0.274,0.400
FBgn0040070,0.021,0.100
FBgn0040071,0.079,0.000
FBgn0040074,0.395,0.551
FBgn0040075,0.256,0.378
FBgn0040076,0.000,0.101
FBgn0040078,0.115,0.263
FBgn0040079,0.032,0.102
FBgn0040080,0.109,0.142
FBgn0040087,0.192,0.000
FBgn0040089,0.087,0.109
FBgn0040091,0.144,0.142
FBgn0040092,0.074,0.429
FBgn0040093,0.000,0.392
FBgn0040096,0.005,0.000
FBgn0040097,0.002,0.402
FBgn0040098,0.018,0.260
FBgn0040099,0.658,0.648
FBgn0040102,0.106,0.117
FBgn0040104,0.122,0.041
FBgn0040106,0.000,0.182
FBgn0040107,0.000,0.366
FBgn0040153,0.333,0.231
FBgn0040206,0.034,0.310
FBgn0040207,0.307,0.582
FBgn0040208,0.169,0.000
FBgn0040211,0.288,0.382
FBgn0040212,0.061,0.108
FBgn0040227,0.283,0.547
FBgn0040228,0.012,0.005
FBgn0040230,0.128,0.133
FBgn0040232,0.201,0.427
FBgn0040233,0.294,0.274
FBgn0040234,0.144,0.296
FBgn0040235,0.155,0.043
FBgn0040236,0.039,0.042
FBgn0040237,0.186,0.211
FBgn0040238,0.124,0.076
FBgn0040239,0.114,0.074
FBgn0040250,0.000,0.054
FBgn0040251,0.045,0.094
FBgn0040252,0.167,0.105
FBgn0040253,0.036,0.000
FBgn0040255,0.084,0.193
FBgn0040256,0.648,0.671
FBgn0040257,0.365,0.281
FBgn0040259,0.522,0.557
FBgn0040260,0.463,0.541
FBgn0040261,0.145,0.170
FBgn0040262,0.250,0.177
FBgn0040268,0.033,0.013
FBgn0040271,0.235,0.275
FBgn0040273,0.092,0.017
FBgn0040279,0.000,0.058
FBgn0040281,0.011,0.000
FBgn0040283,0.195,0.000
FBgn0040284,0.169,0.000
FBgn0040285,0.173,0.000
FBgn0040290,0.211,0.000
FBgn0040294,0.157,0.066
FBgn0040296,0.000,0.025
FBgn0040297,0.435,0.207
FBgn0040298,0.000,0.000
FBgn0040299,0.142,0.225
FBgn0040305,0.340,0.218
FBgn0040308,0.060,0.153
FBgn0040309,0.136,0.086
FBgn0040318,0.000,0.137
FBgn0040319,0.064,0.124
FBgn0040321,0.415,0.377
FBgn0040322,0.199,0.191
FBgn0040323,0.229,0.000
FBgn0040324,0.376,0.102
FBgn0040333,0.001,0.121
FBgn0040334,0.000,0.024
FBgn0040336,0.117,0.177
FBgn0040337,0.042,0.144
FBgn0040338,0.026,0.166
FBgn0040339,0.106,0.074
FBgn0040340,0.143,0.120
FBgn0040341,0.132,0.116
FBgn0040342,0.042,0.197
FBgn0040343,0.000,0.211
FBgn0040344,0.246,0.104
FBgn0040345,0.000,0.096
FBgn0040346,0.000,0.114
FBgn0040347,0.234,0.000
FBgn0040348,0.091,0.054
FBgn0040349,0.285,0.358
FBgn0040350,0.267,0.280
FBgn0040351,0.000,0.074
FBgn0040352,0.016,0.051
FBgn0040353,0.047,0.010
FBgn0040354,0.000,0.171
FBgn0040355,0.047,0.099
FBgn0040356,0.108,0.089
FBgn0040357,0.000,0.000
FBgn0040358,0.015,0.053
FBgn0040359,0.000,0.151
FBgn0040360,0.000,0.040
FBgn0040361,0.000,0.021
FBgn0040362,0.000,0.184
FBgn0040363,0.011,0.058
FBgn0040364,0.157,0.286
FBgn0040365,0.022,0.139
FBgn0040366,0.126,0.050
FBgn0040367,0.515,0.144
FBgn0040368,0.000,0.331
FBgn0040370,0.323,0.000
FBgn0040371,0.000,0.301
FBgn0040372,0.232,0.000
FBgn0040373,0.129,0.000
FBgn0040375,0.200,0.019
FBgn0040376,0.143,0.252
FBgn0040377,0.087,0.045
FBgn0040382,0.294,0.270
FBgn0040383,0.224,0.161
FBgn0040384,0.000,0.081
FBgn0040385,0.003,0.088
FBgn0040388,0.098,0.052
FBgn0040389,0.065,0.085
FBgn0040391,0.044,0.029
FBgn0040392,0.037,0.154
FBgn0040393,0.032,0.124
FBgn0040394,0.026,0.107
FBgn0040395,0.160,0.252
FBgn0040396,0.156,0.239
FBgn0040397,0.388,0.220
FBgn0040398,0.356,0.163
FBgn0040465,0.081,0.045
FBgn0040466,0.177,0.093
FBgn0040467,0.018,0.030
FBgn0040475,0.061,0.154
FBgn0040477,0.261,0.067
FBgn0040487,0.000,0.031
FBgn0040491,0.140,0.169
FBgn0040493,0.328,0.319
FBgn0040496,0.000,0.229
FBgn0040502,0.563,0.585
FBgn0040503,0.052,0.000
FBgn0040505,0.361,0.115
FBgn0040506,0.112,0.079
FBgn0040507,0.111,0.233
FBgn0040508,0.047,0.619
FBgn0040509,0.000,0.178
FBgn0040510,0.000,0.349
FBgn0040512,0.000,0.063
FBgn0040513,0.157,0.084
FBgn0040514,0.001,0.000
FBgn0040519,0.000,0.140
FBgn0040524,0.071,0.031
FBgn0040528,0.000,0.407
FBgn0040529,0.035,0.011
FBgn0040531,0.000,0.004
FBgn0040532,0.164,0.302
FBgn0040534,0.000,0.000
FBgn0040551,0.073,0.152
FBgn0040553,0.000,0.021
FBgn0040554,0.271,0.315
FBgn0040565,0.000,0.000
FBgn0040571,0.000,0.066
FBgn0040575,0.000,0.000
FBgn0040582,0.406,0.594
FBgn0040587,0.072,0.000
FBgn0040588,0.063,0.000
FBgn0040600,0.226,0.146
FBgn0040601,0.000,0.000
FBgn0040602,0.121,0.000
FBgn0040606,0.425,0.288
FBgn0040607,0.143,0.000
FBgn0040608,0.100,0.169
FBgn0040609,0.038,0.215
FBgn0040623,0.019,0.114
FBgn0040625,0.061,0.159
FBgn0040628,0.000,0.157
FBgn0040629,0.173,0.339
FBgn0040634,0.000,0.001
FBgn0040636,0.116,0.297
FBgn0040637,0.163,0.000
FBgn0040648,0.000,0.080
FBgn0040649,0.067,0.042
FBgn0040650,0.020,0.063
FBgn0040651,0.000,0.066
FBgn0040653,0.558,0.552
FBgn0040658,0.000,0.130
FBgn0040660,0.000,0.065
FBgn0040666,0.040,0.000
FBgn0040670,0.000,0.296
FBgn0040674,0.021,0.093
FBgn0040679,0.000,0.065
FBgn0040682,0.040,0.035
FBgn0040684,0.096,0.138
FBgn0040687,0.193,0.356
FBgn0040688,0.012,0.124
FBgn0040694,0.000,0.066
FBgn0040697,0.073,0.000
FBgn0040699,0.045,0.000
FBgn0040705,0.043,0.103
FBgn0040715,0.000,0.074
FBgn0040717,0.094,0.000
FBgn0040718,0.189,0.162
FBgn0040719,0.037,0.050
FBgn0040723,0.161,0.100
FBgn0040725,0.000,0.429
FBgn0040726,0.128,0.000
FBgn0040729,0.130,0.138
FBgn0040730,0.088,0.089
FBgn0040732,0.558,0.492
FBgn0040733,0.365,0.277
FBgn0040734,0.344,0.495
FBgn0040735,0.385,0.347
FBgn0040736,0.494,0.529
FBgn0040737,0.125,0.028
FBgn0040743,0.016,0.045
FBgn0040747,0.000,0.374
FBgn0040751,0.129,0.000
FBgn0040752,0.128,0.129
FBgn0040754,0.035,0.139
FBgn0040755,0.000,0.144
FBgn0040759,0.023,0.139
FBgn0040763,0.000,0.125
FBgn0040764,0.048,0.000
FBgn0040765,0.049,0.000
FBgn0040773,0.094,0.181
FBgn0040775,0.175,0.124
FBgn0040777,0.250,0.210
FBgn0040778,0.011,0.122
FBgn0040780,0.048,0.013
FBgn0040784,0.000,0.147
FBgn0040786,0.048,0.110
FBgn0040793,0.160,0.255
FBgn0040794,0.000,0.025
FBgn0040795,0.000,0.000
FBgn0040796,0.043,0.178
FBgn0040797,0.000,0.020
FBgn0040798,0.115,0.063
FBgn0040799,0.099,0.133
FBgn0040801,0.068,0.065
FBgn0040805,0.090,0.055
FBgn0040809,0.000,0.233
FBgn0040812,0.000,0.000
FBgn0040813,0.235,0.374
FBgn0040814,0.000,0.208
FBgn0040816,0.044,0.063
FBgn0040817,0.066,0.141
FBgn0040823,0.735,0.045
FBgn0040827,0.399,0.286
FBgn0040828,0.003,0.058
FBgn0040832,0.063,0.244
FBgn0040837,0.109,0.114
FBgn0040842,0.055,0.054
FBgn0040843,0.000,0.188
FBgn0040849,0.124,0.089
FBgn0040850,0.092,0.057
FBgn0040859,0.068,0.390
FBgn0040871,0.068,0.107
FBgn0040877,0.000,0.000
FBgn0040890,0.171,0.099
FBgn0040892,0.000,0.070
FBgn0040899,0.011,0.055
FBgn0040900,0.000,0.052
FBgn0040904,0.083,0.173
FBgn0040905,0.000,0.209
FBgn0040906,0.037,0.002
FBgn0040907,0.075,0.009
FBgn0040918,0.116,0.004
FBgn0040922,0.125,0.016
FBgn0040923,0.095,0.000
FBgn0040928,0.176,0.037
FBgn0040929,0.037,0.158
FBgn0040931,0.038,0.000
FBgn0040941,0.000,0.000
FBgn0040942,0.009,0.000
FBgn0040949,0.000,0.000
FBgn0040950,0.184,0.051
FBgn0040954,0.307,0.000
FBgn0040958,0.000,0.145
FBgn0040959,0.229,0.384
FBgn0040963,0.026,0.216
FBgn0040964,0.085,0.114
FBgn0040965,0.000,0.000
FBgn0040967,0.000,0.148
FBgn0040972,0.031,0.120
FBgn0040973,0.000,0.098
FBgn0040984,0.018,0.000
FBgn0040985,0.298,0.400
FBgn0040987,0.120,0.043
FBgn0040989,0.070,0.524
FBgn0040994,0.077,0.512
FBgn0040996,0.102,0.209
FBgn0041004,0.287,0.000
FBgn0041087,0.188,0.300
FBgn0041092,0.082,0.153
FBgn0041094,0.294,0.395
FBgn0041096,0.016,0.043
FBgn0041097,0.000,0.000
FBgn0041100,0.020,0.228
FBgn0041102,0.000,0.019
FBgn0041103,0.080,0.146
FBgn0041105,0.063,0.093
FBgn0041111,0.057,0.258
FBgn0041147,0.195,0.113
FBgn0041150,0.174,0.351
FBgn0041156,0.038,0.049
FBgn0041160,0.091,0.160
FBgn0041161,0.168,0.370
FBgn0041164,0.211,0.171
FBgn0041171,0.088,0.062
FBgn0041174,0.024,0.049
FBgn0041180,0.614,0.508
FBgn0041181,0.157,0.180
FBgn0041182,0.507,0.397
FBgn0041183,0.706,0.565
FBgn0041184,0.111,0.177
FBgn0041186,0.190,0.039
FBgn0041188,0.024,0.147
FBgn0041191,0.127,0.029
FBgn0041194,0.317,0.286
FBgn0041195,0.065,0.570
FBgn0041203,0.358,0.282
FBgn0041205,0.044,0.111
FBgn0041210,0.104,0.156
FBgn0041224,0.000,0.078
FBgn0041225,0.073,0.004
FBgn0041229,0.000,0.000
FBgn0041231,0.030,0.025
FBgn0041232,0.000,0.041
FBgn0041233,0.000,0.026
FBgn0041234,0.000,0.000
FBgn0041235,0.000,0.021
FBgn0041236,0.000,0.017
FBgn0041237,0.078,0.000
FBgn0041238,0.000,0.060
FBgn0041239,0.074,0.066
FBgn0041240,0.000,0.032
FBgn0041241,0.026,0.000
FBgn0041242,0.000,0.101
FBgn0041243,0.051,0.000
FBgn0041245,0.000,0.000
FBgn0041246,0.000,0.102
FBgn0041247,0.000,0.089
FBgn0041248,0.013,0.092
FBgn0041249,0.033,0.173
FBgn0041250,0.062,0.000
FBgn0041252,0.299,0.000
FBgn0041336,0.085,0.000
FBgn0041337,0.087,0.181
FBgn0041342,0.290,0.443
FBgn0041579,0.423,0.421
FBgn0041581,0.479,0.359
FBgn0041582,0.127,0.231
FBgn0041585,0.119,0.106
FBgn0041588,0.000,0.040
FBgn0041604,0.073,0.122
FBgn0041605,0.245,0.060
FBgn0041607,0.685,0.549
FBgn0041621,0.018,0.000
FBgn0041622,0.096,0.000
FBgn0041623,0.018,0.000
FBgn0041624,0.000,0.011
FBgn0041625,0.009,0.000
FBgn0041626,0.098,0.000
FBgn0041627,0.131,0.199
FBgn0041629,0.329,0.311
FBgn0041630,0.169,0.211
FBgn0041702,0.077,0.000
FBgn0041706,0.040,0.106
FBgn0041707,0.163,0.189
FBgn0041709,0.227,0.000
FBgn0041710,0.074,0.057
FBgn0041711,0.189,0.596
FBgn0041712,0.537,0.377
FBgn0041713,0.185,0.266
FBgn0041719,0.092,0.000
FBgn0041723,0.408,0.383
FBgn0041775,0.195,0.000
FBgn0041780,0.000,0.157
FBgn0041781,0.000,0.081
FBgn0041789,0.291,0.261
FBgn0042083,0.130,0.132
FBgn0042085,0.058,0.075
FBgn0042092,0.183,0.083
FBgn0042094,0.145,0.492
FBgn0042098,0.050,0.040
FBgn0042101,0.069,0.204
FBgn0042102,0.086,0.000
FBgn0042103,0.039,0.110
FBgn0042104,0.087,0.006
FBgn0042105,0.059,0.168
FBgn0042106,0.199,0.229
FBgn0042110,0.058,0.028
FBgn0042111,0.182,0.065
FBgn0042112,0.009,0.065
FBgn0042119,0.208,0.206
FBgn0042126,0.000,0.000
FBgn0042129,0.225,0.356
FBgn0042131,0.000,0.005
FBgn0042132,0.011,0.042
FBgn0042133,0.000,0.313
FBgn0042134,0.124,0.115
FBgn0042135,0.177,0.242
FBgn0042137,0.118,0.057
FBgn0042138,0.049,0.175
FBgn0042146,0.000,0.000
FBgn0042173,0.184,0.101
FBgn0042174,0.338,0.104
FBgn0042175,0.212,0.092
FBgn0042177,0.738,0.364
FBgn0042178,0.656,0.364
FBgn0042179,0.000,0.471
FBgn0042180,0.238,0.000
FBgn0042182,0.050,0.656
FBgn0042185,0.217,0.035
FBgn0042186,0.229,0.138
FBgn0042187,0.568,0.125
FBgn0042189,0.054,0.198
FBgn0042198,0.000,0.108
FBgn0042199,0.000,0.104
FBgn0042201,0.507,0.636
FBgn0042205,0.037,0.047
FBgn0042206,0.070,0.144
FBgn0042207,0.016,0.370
FBgn0042213,0.059,0.557
FBgn0042627,0.497,0.489
FBgn0042630,0.000,0.041
FBgn0042641,0.136,0.171
FBgn0042650,0.025,0.043
FBgn0042693,0.086,0.086
FBgn0042696,0.254,0.190
FBgn0042701,0.140,0.240
FBgn0042710,0.000,0.247
FBgn0042711,0.000,0.153
FBgn0042712,0.037,0.108
FBgn0043001,0.016,0.000
FBgn0043002,0.238,0.000
FBgn0043005,0.000,0.000
FBgn0043010,0.099,0.000
FBgn0043012,0.000,0.004
FBgn0043022,0.000,0.047
FBgn0043025,0.092,0.050
FBgn0043043,0.759,0.114
FBgn0043069,0.024,0.273
FBgn0043070,0.085,0.243
FBgn0043362,0.343,0.153
FBgn0043364,0.434,0.237
FBgn0043455,0.229,0.022
FBgn0043456,0.067,0.077
FBgn0043457,0.110,0.301
FBgn0043458,0.125,0.113
FBgn0043470,0.226,0.247
FBgn0043471,0.185,0.180
FBgn0043530,0.188,0.570
FBgn0043532,0.039,0.339
FBgn0043533,0.044,0.390
FBgn0043534,0.291,0.459
FBgn0043535,0.747,0.776
FBgn0043539,0.000,0.282
FBgn0043550,0.041,0.082
FBgn0043575,0.647,0.743
FBgn0043576,0.527,0.538
FBgn0043577,0.000,0.000
FBgn0043578,0.397,0.364
FBgn0043783,0.748,0.603
FBgn0043791,0.716,0.743
FBgn0043792,0.143,0.426
FBgn0043796,0.000,0.205
FBgn0043799,0.189,0.101
FBgn0043806,0.251,0.281
FBgn0043825,0.009,0.797
FBgn0043842,0.048,0.000
FBgn0043853,0.032,0.146
FBgn0043854,0.160,0.000
FBgn0043865,0.008,0.285
FBgn0043884,0.000,0.040
FBgn0043900,0.183,0.083
FBgn0043903,0.025,0.018
FBgn0044011,0.055,0.007
FBgn0044020,0.130,0.185
FBgn0044028,0.028,0.018
FBgn0044030,0.028,0.004
FBgn0044046,0.033,0.021
FBgn0044047,0.029,0.000
FBgn0044048,0.000,0.041
FBgn0044049,0.000,0.047
FBgn0044050,0.000,0.119
FBgn0044051,0.029,0.000
FBgn0044323,0.007,0.008
FBgn0044324,0.089,0.042
FBgn0044328,0.048,0.066
FBgn0044419,0.104,0.000
FBgn0044452,0.143,0.162
FBgn0044508,0.000,0.068
FBgn0044510,0.142,0.162
FBgn0044511,0.072,0.035
FBgn0044809,0.051,0.000
FBgn0044810,0.242,0.528
FBgn0044811,0.054,0.103
FBgn0044812,0.610,0.608
FBgn0044823,0.120,0.090
FBgn0044826,0.055,0.176
FBgn0044871,0.053,0.000
FBgn0044872,0.174,0.281
FBgn0045035,0.286,0.147
FBgn0045038,0.179,0.292
FBgn0045063,0.000,0.089
FBgn0045064,0.152,0.093
FBgn0045073,0.041,0.000
FBgn0045442,0.003,0.000
FBgn0045443,0.014,0.059
FBgn0045468,0.113,0.247
FBgn0045469,0.073,0.000
FBgn0045470,0.141,0.000
FBgn0045471,0.000,0.014
FBgn0045473,0.000,0.000
FBgn0045474,0.192,0.154
FBgn0045476,0.068,0.131
FBgn0045478,0.000,0.000
FBgn0045479,0.000,0.000
FBgn0045482,0.053,0.000
FBgn0045483,0.000,0.078
FBgn0045485,0.030,0.000
FBgn0045486,0.022,0.000
FBgn0045487,0.000,0.000
FBgn0045495,0.051,0.044
FBgn0045497,0.153,0.083
FBgn0045498,0.000,0.000
FBgn0045500,0.099,0.118
FBgn0045501,0.000,0.005
FBgn0045502,0.000,0.133
FBgn0045759,0.069,0.000
FBgn0045770,0.000,0.280
FBgn0045800,0.126,0.253
FBgn0045823,0.085,0.230
FBgn0045843,0.000,0.014
FBgn0045852,0.034,0.102
FBgn0045862,0.031,0.569
FBgn0045866,0.072,0.080
FBgn0045980,0.000,0.018
FBgn0046113,0.073,0.201
FBgn0046114,0.117,0.065
FBgn0046214,0.277,0.000
FBgn0046222,0.151,0.000
FBgn0046225,0.240,0.403
FBgn0046247,0.072,0.056
FBgn0046253,0.145,0.000
FBgn0046258,0.154,0.018
FBgn0046294,0.000,0.296
FBgn0046296,0.102,0.187
FBgn0046297,0.000,0.274
FBgn0046301,0.086,0.204
FBgn0046302,0.197,0.164
FBgn0046322,0.032,0.031
FBgn0046323,0.000,0.233
FBgn0046332,0.000,0.437
FBgn0046685,0.168,0.000
FBgn0046687,0.220,0.218
FBgn0046689,0.019,0.212
FBgn0046692,0.266,0.136
FBgn0046696,0.000,0.019
FBgn0046698,0.051,0.229
FBgn0046704,0.074,0.000
FBgn0046706,0.387,0.197
FBgn0046756,0.000,0.097
FBgn0046763,0.295,0.149
FBgn0046776,0.820,0.103
FBgn0046793,0.000,0.272
FBgn0046873,0.042,0.333
FBgn0046874,0.638,0.313
FBgn0046875,0.105,0.000
FBgn0046876,0.110,0.000
FBgn0046878,0.135,0.090
FBgn0046879,0.000,0.002
FBgn0046880,0.058,0.000
FBgn0046885,0.104,0.000
FBgn0046886,0.000,0.074
FBgn0046887,0.054,0.000
FBgn0046888,0.125,0.039
FBgn0046999,0.175,0.291
FBgn0047000,0.000,0.097
FBgn0047038,0.123,0.118
FBgn0047092,0.000,0.000
FBgn0047095,0.000,0.043
FBgn0047114,0.045,0.091
FBgn0047133,0.278,0.179
FBgn0047135,0.000,0.056
FBgn0047178,0.098,0.000
FBgn0047199,0.520,0.100
FBgn0047205,0.155,0.054
FBgn0047330,0.000,0.000
FBgn0047334,0.000,0.645
FBgn0047338,0.000,0.061
FBgn0047351,0.000,0.005
FBgn0050000,0.352,0.262
FBgn0050001,0.024,0.038
FBgn0050005,0.356,0.295
FBgn0050007,0.168,0.383
FBgn0050008,0.500,0.498
FBgn0050009,0.034,0.000
FBgn0050010,0.109,0.210
FBgn0050011,0.369,0.256
FBgn0050015,0.327,0.245
FBgn0050016,0.050,0.122
FBgn0050018,0.100,0.061
FBgn0050020,0.062,0.108
FBgn0050021,0.037,0.039
FBgn0050022,0.022,0.034
FBgn0050026,0.082,0.229
FBgn0050029,0.151,0.069
FBgn0050033,0.027,0.021
FBgn0050035,0.472,0.327
FBgn0050036,0.020,0.000
FBgn0050037,0.000,0.012
FBgn0050039,0.019,0.055
FBgn0050042,0.256,0.262
FBgn0050043,0.346,0.179
FBgn0050044,0.000,0.165
FBgn0050045,0.000,0.000
FBgn0050046,0.348,0.162
FBgn0050047,0.187,0.204
FBgn0050048,0.050,0.227
FBgn0050049,0.000,0.012
FBgn0050050,0.000,0.040
FBgn0050051,0.106,0.130
FBgn0050052,0.285,0.357
FBgn0050053,0.000,0.000
FBgn0050054,0.209,0.029
FBgn0050055,0.427,0.145
FBgn0050056,0.062,0.194
FBgn0050062,0.038,0.126
FBgn0050065,0.050,0.164
FBgn0050067,0.000,0.000
FBgn0050069,0.336,0.127
FBgn0050074,0.000,0.000
FBgn0050075,0.000,0.035
FBgn0050076,0.000,0.000
FBgn0050077,0.058,0.037
FBgn0050080,0.000,0.139
FBgn0050081,0.049,0.014
FBgn0050082,0.030,0.148
FBgn0050083,0.115,0.233
FBgn0050085,0.271,0.000
FBgn0050087,0.047,0.051
FBgn0050088,0.049,0.099
FBgn0050089,0.204,0.005
FBgn0050090,0.029,0.029
FBgn0050091,0.000,0.037
FBgn0050093,0.183,0.199
FBgn0050094,0.000,0.138
FBgn0050095,0.148,0.026
FBgn0050096,0.070,0.062
FBgn0050098,0.223,0.000
FBgn0050099,0.054,0.006
FBgn0050100,0.159,0.419
FBgn0050101,0.122,0.050
FBgn0050103,0.083,0.233
FBgn0050104,0.316,0.292
