FBID,gene_name,gene_type,position,sex_fixed_effect_pvalue,sex_fdr,sex_by_line_pvalue,sex_by_line_fdr,sex_by_line_variance_component,between_line_variance_component,between_line_pvalue,between_line_fdr,within_line_variance_component
FBgn0000524,dx,protein_coding,X:6428043..6432615,0.00E+00,0.00E+00,1.33E-01,3.67E-01,0.0009,0.0000,4.76E-01,5.48E-01,0.0169
FBgn0000527,e,protein_coding,3R:17055561..17062899,1.50E-110,4.26E-110,1.61E-01,4.10E-01,0.0223,0.0142,3.87E-02,7.85E-02,0.3537
FBgn0000529,bsh,protein_coding,2L:19765776..19769067,4.84E-21,7.50E-21,9.26E-01,9.65E-01,0.0000,0.0000,6.77E-01,7.22E-01,0.8870
FBgn0000533,ea,protein_coding,3R:11154451..11156130,6.41E-232,4.62E-231,1.49E-01,3.90E-01,0.0065,0.0046,1.59E-02,3.79E-02,0.0882
FBgn0000536,eas,protein_coding,X:16172244..16179680,5.52E-05,6.72E-05,3.34E-01,6.01E-01,0.0236,0.1112,8.31E-05,3.77E-04,0.8464
FBgn0000541,E(bx),protein_coding,3L:233926..246912,4.37E-210,2.58E-209,2.43E-01,5.15E-01,0.0096,0.0000,9.21E-02,1.56E-01,0.1228
FBgn0000542,ec,protein_coding,X:3705684..3752385,5.89E-15,8.50E-15,6.26E-01,8.08E-01,0.0000,0.0883,6.63E-04,2.46E-03,0.8342
FBgn0000543,ecd,protein_coding,3L:2263581..2265857,6.12E-39,1.11E-38,4.48E-01,6.91E-01,0.0060,0.0235,1.41E-01,2.17E-01,0.7388
FBgn0000546,EcR,protein_coding,2R:1975378..2056592,2.96E-223,1.97E-222,1.34E-03,1.49E-02,0.0190,0.0000,3.06E-02,6.50E-02,0.0845
FBgn0000547,ed,protein_coding,2L:4031377..4115749,1.74E-200,9.48E-200,8.68E-02,2.88E-01,0.0124,0.0048,2.26E-02,5.09E-02,0.1254
FBgn0000551,Edg78E,protein_coding,3L:21289863..21290903,1.84E-04,2.20E-04,1.22E-01,3.48E-01,0.0555,0.0000,4.37E-01,5.14E-01,0.9260
FBgn0000552,Edg84A,protein_coding,3R:2510172..2510855,1.83E-02,2.05E-02,4.47E-01,6.90E-01,0.0098,0.0557,2.94E-02,6.30E-02,0.9288
FBgn0000556,Ef1alpha48D,protein_coding,2R:7778901..7783267,1.77E-159,6.95E-159,1.21E-01,3.48E-01,0.0150,0.0234,3.84E-05,1.88E-04,0.1840
FBgn0000557,Ef1alpha100E,protein_coding,3R:27564190..27569028,9.76E-146,3.48E-145,4.19E-02,1.82E-01,0.0206,0.0579,5.95E-15,8.81E-14,0.1714
FBgn0000559,Ef2b,protein_coding,2L:21678050..21682116,1.74E-97,4.57E-97,4.18E-01,6.68E-01,0.0050,0.0466,3.82E-04,1.50E-03,0.3949
FBgn0000560,eg,protein_coding,3L:21801803..21810700,3.77E-88,9.39E-88,4.90E-01,7.21E-01,0.0000,0.0000,2.10E-01,2.94E-01,0.5038
FBgn0000562,egl,protein_coding,2R:19622420..19634405,1.18E-169,4.98E-169,8.22E-02,2.79E-01,0.0158,0.0194,4.85E-05,2.32E-04,0.1617
FBgn0000564,Eh,protein_coding,3R:13272364..13274580,3.87E-06,4.85E-06,4.47E-01,6.91E-01,0.0091,0.0289,1.46E-01,2.23E-01,0.9343
FBgn0000565,Eip71CD,protein_coding,3L:15502538..15506302,1.58E-11,2.17E-11,3.47E-03,3.12E-02,0.1182,0.2030,8.75E-15,1.28E-13,0.6231
FBgn0000566,Eip55E,protein_coding,2R:14515399..14516784,2.41E-203,1.34E-202,6.32E-03,4.86E-02,0.0161,0.0212,6.75E-11,7.06E-10,0.0875
FBgn0000567,Eip74EF,protein_coding,3L:17551772..17612425,2.57E-68,5.67E-68,1.46E-01,3.85E-01,0.0236,0.2493,3.83E-35,1.99E-33,0.3368
FBgn0000568,Eip75B,protein_coding,3L:17944053..18057796,7.75E-04,9.13E-04,1.89E-02,1.08E-01,0.1128,0.1253,2.30E-07,1.60E-06,0.7485
FBgn0000575,emc,protein_coding,3L:749400..753492,2.70E-08,3.54E-08,3.73E-01,6.31E-01,0.0199,0.1210,2.01E-05,1.04E-04,0.8217
FBgn0000576,ems,protein_coding,3R:9727581..9730346,3.09E-74,7.08E-74,6.35E-01,8.13E-01,0.0000,0.0018,4.65E-01,5.38E-01,0.5801
FBgn0000577,en,protein_coding,2R:7411511..7415715,8.95E-86,2.19E-85,4.97E-01,7.26E-01,0.0000,0.0338,1.47E-02,3.57E-02,0.4744
FBgn0000578,ena,protein_coding,2R:15029135..15051206,1.39E-240,1.09E-239,8.49E-01,9.29E-01,0.0000,0.0026,1.87E-01,2.69E-01,0.0969
FBgn0000579,Eno,protein_coding,2L:1724768..1729636,4.12E-31,7.01E-31,9.02E-02,2.94E-01,0.0568,0.1498,1.75E-10,1.74E-09,0.6046
FBgn0000581,E(Pc),protein_coding,2R:7339548..7352775,1.99E-232,1.44E-231,9.67E-01,9.85E-01,0.0000,0.0002,4.81E-01,5.53E-01,0.1147
FBgn0000588,esc,protein_coding,2L:11827204..11829405,6.58E-274,7.38E-273,9.25E-01,9.65E-01,0.0000,0.0000,5.60E-01,6.22E-01,0.0698
FBgn0000591,E(spl)m8-HLH,protein_coding,3R:21865962..21866730,1.61E-38,2.90E-38,1.89E-01,4.47E-01,0.0426,0.0244,5.35E-02,1.02E-01,0.6964
FBgn0000592,Est-6,protein_coding,3L:12181918..12183805,1.16E-148,4.21E-148,2.87E-13,2.98E-11,0.0557,0.0801,1.52E-41,1.06E-39,0.0783
FBgn0000594,Est-P,protein_coding,3L:12183833..12185628,1.22E-15,1.77E-15,2.01E-01,4.64E-01,0.0447,0.0729,1.08E-03,3.79E-03,0.7932
FBgn0000606,eve,protein_coding,2R:5866824..5868300,1.77E-03,2.07E-03,5.26E-01,7.46E-01,0.0000,0.0000,3.93E-01,4.74E-01,0.9882
FBgn0000611,exd,protein_coding,X:15886501..15890542,9.32E-144,3.28E-143,4.49E-01,6.92E-01,0.0021,0.0070,1.94E-01,2.77E-01,0.2769
FBgn0000615,exu,protein_coding,2R:16554924..16558379,4.36E-44,8.21E-44,4.20E-04,5.76E-03,0.1399,0.0332,1.88E-04,7.92E-04,0.5292
FBgn0000617,e(y)1,protein_coding,X:17736208..17737381,1.16E-276,1.34E-275,9.86E-01,9.94E-01,0.0000,0.0022,1.41E-01,2.17E-01,0.0650
FBgn0000618,e(y)2,protein_coding,X:11470151..11470653,3.59E-19,5.44E-19,5.77E-01,7.79E-01,0.0000,0.0000,8.85E-01,8.99E-01,0.8983
FBgn0000625,eyg,protein_coding,3L:12455645..12461121,1.06E-33,1.85E-33,1.28E-01,3.59E-01,0.0530,0.0000,2.97E-01,3.83E-01,0.7422
FBgn0000629,E(z),protein_coding,3L:10627675..10631230,7.41E-202,4.07E-201,2.81E-01,5.52E-01,0.0029,0.0000,6.10E-01,6.66E-01,0.1489
FBgn0000633,fas,protein_coding,2R:9510593..9636872,4.78E-165,1.95E-164,5.70E-01,7.74E-01,0.0000,0.0097,8.65E-02,1.48E-01,0.2178
FBgn0000635,Fas2,protein_coding,X:4026919..4100126,1.91E-45,3.63E-45,9.40E-05,1.66E-03,0.1331,0.1144,2.51E-12,2.97E-11,0.4426
FBgn0000636,Fas3,protein_coding,2L:18320101..18393441,4.04E-14,5.77E-14,4.97E-03,4.08E-02,0.1342,0.0845,6.59E-06,3.68E-05,0.6962
FBgn0000639,Fbp1,protein_coding,3L:14087689..14091153,1.60E-01,1.72E-01,3.41E-01,6.06E-01,0.0278,0.0500,2.98E-02,6.35E-02,0.9212
FBgn0000640,Fbp2,protein_coding,2L:9426860..9427835,1.05E-15,1.53E-15,5.19E-01,7.41E-01,0.0000,0.0000,1.94E-01,2.77E-01,0.9121
FBgn0000644,Fcp3C,protein_coding,X:3067409..3068507,3.79E-249,3.24E-248,1.38E-02,8.64E-02,0.0105,0.0012,2.50E-02,5.52E-02,0.0661
FBgn0000658,fj,protein_coding,2R:14120268..14123816,4.31E-12,5.99E-12,4.13E-02,1.81E-01,0.0906,0.0600,1.21E-03,4.16E-03,0.7795
FBgn0000659,fkh,protein_coding,3R:24406805..24410834,1.26E-233,9.22E-233,3.67E-02,1.67E-01,0.0093,0.0094,1.05E-05,5.70E-05,0.0725
FBgn0000662,fl(2)d,protein_coding,2R:9707129..9712054,1.47E-95,3.80E-95,1.32E-02,8.34E-02,0.0501,0.0710,3.14E-10,3.04E-09,0.3072
FBgn0000667,Actn,protein_coding,X:1918789..1936344,2.23E-75,5.14E-75,4.63E-01,7.01E-01,0.0000,0.1581,2.69E-17,4.72E-16,0.4010
FBgn0000709,fliI,protein_coding,X:21210768..21216115,9.24E-290,1.26E-288,3.49E-03,3.13E-02,0.0057,0.0000,3.38E-01,4.22E-01,0.0425
FBgn0000711,flw,protein_coding,X:10279993..10303850,8.70E-04,1.02E-03,5.86E-01,7.84E-01,0.0000,0.0747,7.85E-03,2.10E-02,0.9129
FBgn0000715,Fmrf,protein_coding,2R:5793799..5797962,6.94E-169,2.92E-168,2.17E-01,4.84E-01,0.0090,0.0258,4.95E-06,2.81E-05,0.1670
FBgn0000719,fog,protein_coding,X:22226586..22257030,7.93E-281,9.70E-280,1.71E-07,6.79E-06,0.0132,0.0026,1.18E-06,7.40E-06,0.0300
FBgn0000721,for,protein_coding,2L:3622074..3656953,3.42E-75,7.87E-75,3.87E-08,1.78E-06,0.1479,0.0379,4.05E-08,3.09E-07,0.3114
FBgn0000723,Fps85D,protein_coding,3R:5193325..5220481,3.12E-153,1.17E-152,1.95E-02,1.10E-01,0.0243,0.0423,1.27E-11,1.42E-10,0.1607
FBgn0000808,gd,protein_coding,X:11879567..11881797,4.88E-128,1.54E-127,6.94E-01,8.48E-01,0.0000,0.0000,7.48E-01,7.83E-01,0.3544
FBgn0000810,fs(1)K10,protein_coding,X:2136137..2140079,0.00E+00,3.73E-307,2.15E-02,1.17E-01,0.0045,0.0022,8.37E-04,3.03E-03,0.0305
FBgn0000826,png,protein_coding,X:1250521..1251646,4.91E-272,5.40E-271,1.16E-01,3.39E-01,0.0045,0.0016,4.64E-02,9.09E-02,0.0556
FBgn0000927,fs(1)Ya,protein_coding,X:2618319..2620614,0.00E+00,0.00E+00,4.86E-01,7.17E-01,0.0006,0.0000,9.02E-02,1.53E-01,0.0136
FBgn0000928,fs(1)Yb,protein_coding,X:2614501..2618192,2.72E-35,4.79E-35,1.95E-01,4.55E-01,0.0539,0.0000,1.51E-01,2.28E-01,0.7312
FBgn0000964,tj,protein_coding,2L:19464267..19467758,0.00E+00,0.00E+00,2.01E-04,3.14E-03,0.0032,0.0004,1.13E-03,3.94E-03,0.0115
FBgn0000996,dup,protein_coding,2R:11264124..11268465,0.00E+00,0.00E+00,8.70E-01,9.40E-01,0.0000,0.0005,2.12E-01,2.96E-01,0.0208
FBgn0001075,ft,protein_coding,2L:4198404..4221858,2.71E-89,6.79E-89,7.48E-07,2.59E-05,0.1127,0.0000,6.94E-02,1.24E-01,0.3363
FBgn0001077,ftz,protein_coding,3R:2690046..2691950,1.82E-179,8.28E-179,5.57E-01,7.66E-01,0.0000,0.0000,2.20E-01,3.04E-01,0.1957
FBgn0001078,ftz-f1,protein_coding,3L:18743608..18794409,6.89E-276,7.89E-275,1.17E-01,3.40E-01,0.0041,0.0000,2.23E-01,3.08E-01,0.0560
FBgn0001079,fu,protein_coding,X:18551787..18555263,1.41E-241,1.12E-240,1.93E-01,4.53E-01,0.0057,0.0000,1.74E-01,2.54E-01,0.0858
FBgn0001083,fw,protein_coding,X:11886948..11897943,2.00E-56,4.09E-56,1.62E-01,4.12E-01,0.0403,0.0309,1.53E-02,3.68E-02,0.5823
FBgn0001084,fy,protein_coding,2L:8401476..8403280,1.26E-184,5.96E-184,2.77E-01,5.49E-01,0.0117,0.0000,9.04E-02,1.53E-01,0.1659
FBgn0001085,fz,protein_coding,3L:14267443..14361739,7.75E-229,5.42E-228,1.72E-05,3.90E-04,0.0231,0.0006,1.98E-03,6.43E-03,0.0679
FBgn0001086,fzy,protein_coding,2L:16310956..16313097,6.17E-268,6.50E-267,1.06E-03,1.23E-02,0.0115,0.0001,1.89E-02,4.38E-02,0.0486
FBgn0001087,g,protein_coding,X:13621237..13630311,1.02E-245,8.43E-245,6.01E-01,7.93E-01,0.0000,0.0050,3.58E-02,7.37E-02,0.0840
FBgn0001089,Gal,protein_coding,2L:6003574..6006827,4.99E-37,8.89E-37,1.93E-01,4.53E-01,0.0310,0.0735,3.36E-04,1.34E-03,0.6650
FBgn0001090,bnb,protein_coding,X:18688553..18691712,2.26E-119,6.79E-119,3.73E-02,1.69E-01,0.0347,0.0351,1.10E-05,5.93E-05,0.2694
FBgn0001091,Gapdh1,protein_coding,2R:3679406..3680885,9.29E-37,1.65E-36,2.19E-01,4.87E-01,0.0270,0.2328,1.74E-19,3.62E-18,0.5378
FBgn0001092,Gapdh2,protein_coding,X:15762178..15763694,9.20E-58,1.90E-57,1.83E-03,1.90E-02,0.0985,0.0759,4.29E-08,3.25E-07,0.4439
FBgn0001098,Gdh,protein_coding,3R:19761680..19768823,2.40E-05,2.95E-05,3.63E-02,1.66E-01,0.0711,0.3580,4.20E-30,1.67E-28,0.5552
FBgn0001104,G-ialpha65A,protein_coding,3L:6965850..6973153,7.86E-245,6.42E-244,4.44E-02,1.88E-01,0.0080,0.0000,2.71E-01,3.57E-01,0.0781
FBgn0001105,Gbeta13F,protein_coding,X:15754121..15760208,4.32E-130,1.38E-129,4.84E-01,7.16E-01,0.0000,0.0263,5.04E-03,1.43E-02,0.2972
FBgn0001108,Gl,protein_coding,3L:13922487..13927756,1.36E-185,6.49E-185,1.21E-05,2.92E-04,0.0341,0.0141,6.54E-08,4.87E-07,0.0992
FBgn0001112,Gld,protein_coding,3R:3077785..3091425,7.37E-245,6.02E-244,1.04E-32,8.22E-30,0.0353,0.0026,2.29E-13,2.96E-12,0.0214
FBgn0001114,Glt,protein_coding,2L:8672698..8676804,2.95E-05,3.62E-05,3.34E-02,1.58E-01,0.0820,0.2372,5.67E-16,9.03E-15,0.6622
FBgn0001120,gnu,protein_coding,3L:14795480..14796460,0.00E+00,0.00E+00,6.81E-01,8.39E-01,0.0000,0.0009,8.96E-02,1.52E-01,0.0205
FBgn0001122,G-oalpha47A,protein_coding,2R:6325490..6353206,1.45E-06,1.84E-06,9.89E-01,9.95E-01,0.0000,0.1062,3.23E-04,1.29E-03,0.8674
FBgn0001123,G-salpha60A,protein_coding,2R:19830064..19834459,9.91E-197,5.17E-196,4.15E-01,6.65E-01,0.0023,0.0106,9.57E-03,2.48E-02,0.1409
FBgn0001124,Got1,protein_coding,2R:12025857..12029439,4.98E-104,1.36E-103,4.34E-01,6.81E-01,0.0000,0.1098,1.80E-15,2.77E-14,0.3053
FBgn0001125,Got2,protein_coding,2L:1984512..1987758,2.01E-02,2.25E-02,2.56E-01,5.29E-01,0.0297,0.2355,8.75E-14,1.19E-12,0.7316
FBgn0001128,Gpdh,protein_coding,2L:5943643..5948843,1.70E-39,3.09E-39,4.92E-02,2.01E-01,0.0497,0.3271,2.27E-36,1.26E-34,0.4230
FBgn0001133,grau,protein_coding,2R:16897274..16899424,6.93E-85,1.69E-84,5.80E-01,7.81E-01,0.0000,0.0317,2.42E-02,5.37E-02,0.4853
FBgn0001134,Grd,protein_coding,3L:17816433..17832867,1.67E-134,5.51E-134,5.03E-01,7.30E-01,0.0000,0.0105,1.43E-01,2.19E-01,0.3050
FBgn0001137,grk,protein_coding,2L:8431086..8433598,1.36E-88,3.39E-88,8.54E-02,2.85E-01,0.0350,0.0594,1.57E-06,9.65E-06,0.3762
FBgn0001138,grn,protein_coding,3R:3973090..4007166,3.51E-60,7.35E-60,4.36E-01,6.82E-01,0.0000,0.0000,2.80E-01,3.67E-01,0.6476
FBgn0001139,gro,protein_coding,3R:21867458..21875633,9.69E-264,9.82E-263,2.54E-01,5.26E-01,0.0000,0.0000,5.29E-01,5.95E-01,0.0725
FBgn0001142,Gs1,protein_coding,2L:132060..134472,3.52E-133,1.15E-132,9.97E-16,1.37E-13,0.0921,0.0432,2.88E-19,5.88E-18,0.1103
FBgn0001145,Gs2,protein_coding,X:11316888..11324228,1.74E-105,4.79E-105,2.59E-03,2.49E-02,0.0488,0.0953,2.19E-18,4.17E-17,0.2366
FBgn0001147,gsb-n,protein_coding,2R:20927905..20939850,2.50E-103,6.78E-103,1.17E-01,3.40E-01,0.0309,0.0000,2.57E-01,3.43E-01,0.3944
FBgn0001148,gsb,protein_coding,2R:20949502..20952166,1.94E-68,4.27E-68,9.39E-01,9.71E-01,0.0000,0.0000,3.61E-01,4.45E-01,0.6205
FBgn0001149,GstD1,protein_coding,3R:8193269..8194987,1.10E-11,1.52E-11,2.14E-01,4.81E-01,0.0000,0.9088,5.05E-243,9.17E-239,0.0859
FBgn0001150,gt,protein_coding,X:2321140..2322996,2.74E-31,4.67E-31,8.12E-01,9.10E-01,0.0000,0.0000,3.86E-01,4.68E-01,0.8236
FBgn0001168,h,protein_coding,3L:8668859..8672353,2.99E-112,8.58E-112,4.95E-01,7.24E-01,0.0002,0.0371,1.41E-03,4.79E-03,0.3520
FBgn0001169,H,protein_coding,3R:16447660..16454637,0.00E+00,0.00E+00,8.60E-01,9.34E-01,0.0000,0.0011,1.28E-01,2.02E-01,0.0289
FBgn0001170,H2.0,protein_coding,2L:6012750..6019398,1.51E-92,3.84E-92,3.55E-02,1.64E-01,0.0437,0.0000,3.28E-01,4.13E-01,0.4252
FBgn0001174,halo,protein_coding,2L:1517533..1518148,2.97E-10,4.01E-10,2.70E-01,5.41E-01,0.0137,0.0000,6.65E-01,7.11E-01,0.9333
FBgn0001179,hay,protein_coding,3L:10624179..10627069,5.16E-220,3.33E-219,7.71E-03,5.61E-02,0.0140,0.0123,3.09E-07,2.12E-06,0.0779
FBgn0001180,hb,protein_coding,3R:4516702..4523544,2.35E-286,3.06E-285,8.88E-01,9.48E-01,0.0000,0.0029,5.28E-02,1.01E-01,0.0541
FBgn0001185,her,protein_coding,2L:16677185..16679691,6.22E-179,2.82E-178,7.03E-01,8.52E-01,0.0000,0.0017,3.95E-01,4.76E-01,0.2010
FBgn0001186,Hex-A,protein_coding,X:9479923..9483846,7.85E-07,9.99E-07,4.59E-01,6.98E-01,0.0016,0.1991,3.16E-10,3.06E-09,0.7737
FBgn0001187,Hex-C,protein_coding,2R:11106342..11107917,1.30E-101,3.49E-101,8.06E-01,9.06E-01,0.0000,0.0616,7.42E-06,4.11E-05,0.3765
FBgn0001189,hfw,protein_coding,X:1563603..1567641,1.48E-16,2.18E-16,4.77E-01,7.11E-01,0.0037,0.1692,8.69E-09,7.14E-08,0.7451
FBgn0001197,His2Av,protein_coding,3R:22692651..22694942,5.43E-264,5.51E-263,1.71E-01,4.23E-01,0.0041,0.0012,1.19E-01,1.90E-01,0.0640
FBgn0001202,hk,protein_coding,2L:19030844..19033498,6.44E-56,1.32E-55,7.65E-01,8.84E-01,0.0000,0.0061,3.77E-01,4.59E-01,0.6752
FBgn0001206,Hmr,protein_coding,X:10484952..10489906,2.30E-275,2.63E-274,3.20E-01,5.89E-01,0.0020,0.0005,2.85E-01,3.71E-01,0.0601
FBgn0001208,Hn,protein_coding,3L:7753553..7756266,3.77E-18,5.65E-18,4.89E-01,7.20E-01,0.0000,0.2735,8.11E-19,1.60E-17,0.6469
FBgn0001215,Hrb98DE,protein_coding,3R:24425556..24431499,3.10E-36,5.49E-36,3.25E-06,9.50E-05,0.1815,0.0807,4.02E-09,3.46E-08,0.4812
FBgn0001216,Hsc70-1,protein_coding,3L:13967161..13970861,9.56E-242,7.59E-241,2.86E-02,1.42E-01,0.0072,0.0162,1.71E-12,2.05E-11,0.0568
FBgn0001217,Hsc70-2,protein_coding,3R:8870481..8873112,0.00E+00,0.00E+00,2.72E-07,1.04E-05,0.0043,0.0046,7.05E-22,1.72E-20,0.0098
FBgn0001218,Hsc70-3,protein_coding,X:11695729..11701212,1.93E-24,3.08E-24,8.87E-02,2.91E-01,0.0589,0.1629,7.75E-11,8.03E-10,0.6368
FBgn0001219,Hsc70-4,protein_coding,3R:11068409..11072336,1.71E-163,6.89E-163,2.01E-01,4.63E-01,0.0092,0.0292,1.72E-06,1.05E-05,0.1746
FBgn0001220,Hsc70-5,protein_coding,2R:10140103..10143697,7.53E-06,9.37E-06,2.26E-01,4.95E-01,0.0394,0.0864,7.09E-04,2.62E-03,0.8491
FBgn0001222,Hsf,protein_coding,2R:14017808..14022453,2.78E-255,2.55E-254,9.45E-01,9.74E-01,0.0000,0.0066,5.32E-03,1.50E-02,0.0756
FBgn0001223,Hsp22,protein_coding,3L:9366031..9368064,3.61E-01,3.78E-01,6.26E-01,8.08E-01,0.0000,0.4101,3.09E-33,1.45E-31,0.5913
FBgn0001224,Hsp23,protein_coding,3L:9374982..9375865,7.46E-125,2.31E-124,1.12E-09,6.87E-08,0.0848,0.0417,7.36E-14,1.00E-12,0.1558
FBgn0001225,Hsp26,protein_coding,3L:9369518..9370475,2.77E-98,7.28E-98,3.57E-23,1.22E-20,0.1684,0.0461,1.02E-17,1.84E-16,0.1424
FBgn0001226,Hsp27,protein_coding,3L:9377163..9378382,4.14E-159,1.62E-158,1.12E-09,6.87E-08,0.0584,0.0262,3.59E-13,4.57E-12,0.1058
FBgn0001227,Hsp67Ba,protein_coding,3L:9370902..9372634,5.93E-04,7.01E-04,7.38E-01,8.70E-01,0.0000,0.0113,3.43E-01,4.28E-01,0.9743
FBgn0001228,Hsp67Bb,protein_coding,3L:9365822..9368064,5.80E-210,3.42E-209,7.33E-03,5.41E-02,0.0160,0.0000,2.47E-01,3.33E-01,0.1106
FBgn0001229,Hsp67Bc,protein_coding,3L:9364611..9365597,1.11E-43,2.09E-43,5.74E-01,7.77E-01,0.0000,0.0000,7.92E-01,8.21E-01,0.7535
FBgn0001230,Hsp68,protein_coding,3R:19880802..19883032,2.53E-204,1.42E-203,1.00E+00,1.00E+00,0.0000,0.0203,5.62E-05,2.65E-04,0.1428
FBgn0001233,Hsp83,protein_coding,3L:3192969..3197059,2.69E-183,1.26E-182,9.59E-01,9.81E-01,0.0000,0.0196,5.84E-04,2.20E-03,0.1691
FBgn0001234,Hsromega,ncRNA,3R:17121849..17143558,1.53E-85,3.73E-85,3.29E-02,1.56E-01,0.0278,0.3140,4.59E-67,7.85E-65,0.2107
FBgn0001247,Ide,protein_coding,3L:20364772..20368996,8.64E-11,1.18E-10,8.80E-01,9.44E-01,0.0000,0.0688,1.00E-02,2.57E-02,0.8735
FBgn0001248,Idh,protein_coding,3L:8349504..8354006,1.17E-19,1.78E-19,6.33E-01,8.12E-01,0.0000,0.1594,3.71E-08,2.83E-07,0.7419
FBgn0001250,if,protein_coding,X:16621309..16677467,5.17E-160,2.04E-159,1.80E-03,1.87E-02,0.0304,0.0375,1.50E-12,1.80E-11,0.1366
FBgn0001253,ImpE1,protein_coding,3L:8365505..8384271,2.66E-20,4.08E-20,9.68E-01,9.85E-01,0.0000,0.0150,2.98E-01,3.85E-01,0.8760
FBgn0001254,ImpE2,protein_coding,3L:3510974..3512681,3.14E-24,5.02E-24,4.15E-01,6.65E-01,0.0000,0.0000,7.71E-01,8.03E-01,0.8639
FBgn0001255,ImpE3,protein_coding,3R:3854175..3855268,1.88E-59,3.92E-59,1.96E-01,4.57E-01,0.0314,0.0127,1.20E-01,1.91E-01,0.5972
FBgn0001256,ImpL1,protein_coding,3L:13375865..13377099,2.73E-01,2.89E-01,1.84E-01,4.40E-01,0.0165,0.0000,8.09E-01,8.34E-01,0.9832
FBgn0001257,ImpL2,protein_coding,3L:4224006..4236147,7.97E-64,1.71E-63,3.74E-04,5.25E-03,0.1011,0.0942,1.69E-11,1.85E-10,0.3845
FBgn0001258,ImpL3,protein_coding,3L:6252265..6255794,1.21E-97,3.18E-97,4.27E-01,6.75E-01,0.0040,0.0509,1.09E-04,4.86E-04,0.3915
FBgn0001259,in,protein_coding,3L:20360298..20363359,1.39E-47,2.67E-47,3.11E-01,5.80E-01,0.0000,0.0000,4.03E-01,4.83E-01,0.7181
FBgn0001263,inaD,protein_coding,2R:18743211..18746317,1.40E-181,6.50E-181,8.27E-01,9.18E-01,0.0000,0.0191,7.84E-04,2.86E-03,0.1692
FBgn0001269,inv,protein_coding,2R:7361970..7394685,2.44E-134,8.02E-134,3.28E-02,1.56E-01,0.0371,0.0000,7.20E-02,1.28E-01,0.2621
FBgn0001276,ix,protein_coding,2R:7246942..7247668,1.66E-100,4.44E-100,8.72E-01,9.41E-01,0.0000,0.0000,8.86E-01,8.99E-01,0.4746
FBgn0001280,janA,protein_coding,3R:25864344..25865255,1.51E-36,2.69E-36,7.16E-02,2.55E-01,0.0677,0.0498,1.47E-03,4.94E-03,0.6498
FBgn0001281,janB,protein_coding,3R:25863706..25864450,0.00E+00,0.00E+00,3.78E-01,6.35E-01,0.0005,0.0008,1.13E-01,1.82E-01,0.0233
FBgn0001285,Jon44E,protein_coding,2R:4578953..4579852,2.88E-15,4.17E-15,2.96E-01,5.66E-01,0.0122,0.6008,2.81E-78,6.88E-76,0.3511
FBgn0001291,Jra,protein_coding,2R:5983985..5986061,4.46E-117,1.32E-116,4.15E-01,6.66E-01,0.0048,0.0338,1.22E-03,4.21E-03,0.3284
FBgn0001296,kar,protein_coding,3R:8507908..8515089,3.24E-227,2.23E-226,4.55E-02,1.91E-01,0.0096,0.0094,4.47E-05,2.15E-04,0.0804
FBgn0001297,kay,protein_coding,3R:25592497..25619838,6.38E-131,2.05E-130,2.70E-03,2.57E-02,0.0387,0.0633,1.15E-15,1.79E-14,0.1840
FBgn0001301,kel,protein_coding,2L:18129330..18138210,8.42E-09,1.11E-08,1.06E-02,7.16E-02,0.1203,0.1346,1.19E-08,9.61E-08,0.7006
FBgn0001308,Khc,protein_coding,2R:12154465..12159483,3.69E-207,2.12E-206,8.02E-01,9.04E-01,0.0000,0.0000,1.04E-01,1.72E-01,0.1443
FBgn0001311,kkv,protein_coding,3R:1203815..1218587,2.51E-87,6.22E-87,5.90E-01,7.87E-01,0.0000,0.0195,1.11E-01,1.80E-01,0.4879
FBgn0001313,kl-2,protein_coding,YHet:81209..148249,1.79E-121,5.42E-121,3.76E-03,3.29E-02,0.0523,0.0092,4.90E-03,1.40E-02,0.2685
FBgn0001314,kl-3,protein_coding,YHet:34288..65842,6.76E-200,3.65E-199,5.32E-07,1.92E-05,0.0343,0.0072,1.74E-06,1.06E-05,0.0819
FBgn0001315,kl-5,protein_coding,YHet:306..33418,1.87E-220,1.22E-219,1.72E-10,1.22E-08,0.0328,0.0031,1.28E-06,7.96E-06,0.0564
FBgn0001319,kn,protein_coding,2R:10660152..10694566,2.02E-22,3.17E-22,4.86E-01,7.17E-01,0.0000,0.0000,2.83E-01,3.70E-01,0.8711
FBgn0001320,kni,protein_coding,3L:20685430..20688478,2.08E-94,5.35E-94,7.83E-01,8.94E-01,0.0000,0.0000,3.16E-01,4.02E-01,0.4857
FBgn0001321,knk,protein_coding,3R:5948087..5951386,6.35E-102,1.71E-101,9.62E-01,9.83E-01,0.0000,0.0000,8.42E-01,8.62E-01,0.4718
FBgn0001323,knrl,protein_coding,3L:20590241..20613759,7.91E-141,2.72E-140,6.27E-01,8.09E-01,0.0000,0.0184,2.05E-02,4.68E-02,0.2757
FBgn0001324,kto,protein_coding,3L:19829714..19838044,5.48E-27,8.99E-27,6.18E-01,8.04E-01,0.0000,0.0000,1.72E-01,2.53E-01,0.8433
FBgn0001325,Kr,protein_coding,2R:21109112..21118917,6.02E-06,7.51E-06,2.11E-01,4.77E-01,0.0207,0.0000,7.05E-01,7.45E-01,0.9524
